system:index,country,date,NO2,SO2,CO,O3,year
gen_006849,Botswana,2025/07/26,2.09E-05,9.98E-05,0.028076609,0.13579409,2025
gen_006850,Mozambique,2022/10/02,2.30E-05,7.25E-05,0.040332424,0.1009936,2022
gen_006851,South Africa,2019/11/02,6.54E-05,0.000192426,0.038072105,0.112208003,2019
gen_006852,Swaziland,2019/01/28,3.75E-05,,0.031159357,0.140486052,2019
gen_006853,Botswana,2025/02/27,,7.66E-05,0.040339139,0.120852678,2025
gen_006854,Zimbabwe,2026/02/15,4.11E-05,0.00013677,0.032115422,0.155143407,2026
gen_006855,Zimbabwe,2025/12/04,2.57E-05,0.000129836,0.035890573,0.16887221,2025
gen_006856,Swaziland,2027/09/13,4.05E-05,0.00012366,0.048414697,0.107214327,2027
gen_006857,Zimbabwe,2027/01/03,3.12E-05,,0.0430354,0.154529276,2027
gen_006858,Mozambique,2019/11/08,2.00E-05,8.83E-05,0.030298827,0.12476107,2019
gen_006859,Swaziland,2025/04/18,3.69E-05,0.000142821,0.028058717,0.137782724,2025
gen_006860,Swaziland,2020/03/19,2.21E-05,0.000129729,0.026905846,0.132463566,2020
gen_006861,South Africa,2025/04/28,6.96E-05,0.000315854,0.052807112,,2025
gen_006862,Lesotho,2022/04/25,2.56E-05,0.000101319,0.032621862,0.147131186,2022
gen_006863,South Africa,2027/01/06,6.16E-05,0.00026925,0.045944377,0.179162351,2027
gen_006864,Zimbabwe,2019/03/31,3.83E-05,0.000109603,0.039567574,0.146840064,2019
gen_006865,Zimbabwe,2019/12/11,2.58E-05,0.000118261,0.032490977,0.127922786,2019
gen_006866,Mozambique,2024/03/16,2.73E-05,0.000110915,0.035382716,0.141651986,2024
gen_006867,Lesotho,2023/07/02,2.67E-05,8.39E-05,,0.095683665,2023
gen_006868,Swaziland,2026/08/06,4.21E-05,0.000104641,0.046684574,0.104860351,2026
gen_006869,Botswana,2026/12/08,,8.32E-05,0.031199984,0.11276774,2026
gen_006870,Botswana,2020/08/14,2.86E-05,9.28E-05,0.034778203,0.12350677,2020
gen_006871,South Africa,2024/04/25,7.71E-05,0.000293435,0.066328929,0.159764999,2024
gen_006872,Zimbabwe,2025/07/30,3.39E-05,0.000119162,0.02952218,0.153829134,2025
gen_006873,Lesotho,2027/04/25,2.42E-05,0.000115506,0.030244636,0.145394022,2027
gen_006874,Mozambique,2021/07/19,1.83E-05,0.00011033,0.022778108,0.119584577,2021
gen_006875,Lesotho,2018/07/04,2.60E-05,9.22E-05,0.02582078,0.100001628,2018
gen_006876,Mozambique,2021/07/06,2.37E-05,9.33E-05,0.033944489,0.130047831,2021
gen_006877,Botswana,2020/02/21,2.51E-05,8.12E-05,0.03359949,0.15794491,2020
gen_006878,South Africa,2018/06/24,5.70E-05,0.000221261,0.050977775,0.152298741,2018
gen_006879,South Africa,2020/03/19,7.89E-05,,,0.145813555,2020
gen_006880,Lesotho,2019/12/09,2.34E-05,9.25E-05,0.027303507,0.111722794,2019
gen_006881,Lesotho,2018/10/14,3.00E-05,7.62E-05,0.037251616,0.123898898,2018
gen_006882,Swaziland,2025/09/08,3.31E-05,,0.037706416,0.122378597,2025
gen_006883,Lesotho,2024/03/24,3.14E-05,8.14E-05,0.034924806,0.15050555,2024
gen_006884,Botswana,2019/07/17,2.29E-05,6.78E-05,0.026430831,0.104199224,2019
gen_006885,Botswana,2022/01/06,2.66E-05,8.29E-05,0.026353838,0.133540894,2022
gen_006886,Zimbabwe,2026/05/19,3.49E-05,0.000141718,0.035431001,0.135855847,2026
gen_006887,Mozambique,2020/06/04,,0.00010884,0.038474737,0.145617706,2020
gen_006888,Botswana,2020/05/12,1.91E-05,9.64E-05,0.0314062,0.118041509,2020
gen_006889,Zimbabwe,2025/04/11,3.99E-05,0.00012676,0.039163739,0.161357353,2025
gen_006890,Botswana,2021/12/24,2.14E-05,9.17E-05,0.030126792,0.160735492,2021
gen_006891,Mozambique,2024/10/05,2.44E-05,0.000104931,0.033053822,,2024
gen_006892,Botswana,2019/12/07,2.02E-05,8.43E-05,0.027872613,0.121427479,2019
gen_006893,Swaziland,2018/05/24,3.51E-05,,,0.141177337,2018
gen_006894,Swaziland,2023/05/16,3.13E-05,0.000102683,0.043495891,0.13536352,2023
gen_006895,Swaziland,2022/05/25,3.37E-05,0.00011378,0.035817967,0.147089716,2022
gen_006896,Lesotho,2026/06/16,2.38E-05,8.42E-05,0.029298994,0.11977333,2026
gen_006897,Lesotho,2025/03/15,2.83E-05,9.06E-05,0.032222853,0.134940187,2025
gen_006898,Zimbabwe,2021/05/17,3.16E-05,0.000126349,0.03987424,0.151615962,2021
gen_006899,Swaziland,2019/01/13,3.47E-05,0.000123545,0.028403978,0.123900736,2019
gen_006900,Botswana,2023/06/03,2.73E-05,9.65E-05,0.030715665,0.116086085,2023
gen_006901,Swaziland,2025/12/13,3.25E-05,0.000143502,0.038227165,,2025
gen_006902,Swaziland,2021/01/07,3.59E-05,0.000145889,0.036698932,0.13857974,2021
gen_006903,South Africa,2024/02/28,7.36E-05,0.000255196,0.061442954,0.151539783,2024
gen_006904,South Africa,2018/04/30,7.77E-05,0.000263297,0.056440398,0.161666215,2018
gen_006905,Botswana,2025/03/07,3.07E-05,7.31E-05,0.037316612,0.154305435,2025
gen_006906,Botswana,2026/05/14,2.32E-05,9.76E-05,,0.146065608,2026
gen_006907,Botswana,2020/07/03,2.31E-05,7.27E-05,0.026654724,0.107021793,2020
gen_006908,Botswana,2024/09/11,,7.15E-05,,0.107045203,2024
gen_006909,Zimbabwe,2025/06/23,3.51E-05,0.000133266,0.040790843,0.129191327,2025
gen_006910,South Africa,2020/05/21,5.89E-05,0.000187563,0.053373235,0.141246877,2020
gen_006911,Swaziland,2019/09/27,3.74E-05,0.000109269,0.033670659,0.111192185,2019
gen_006912,Lesotho,2021/11/03,2.11E-05,6.50E-05,0.024727888,0.14313769,2021
gen_006913,Zimbabwe,2026/08/08,3.44E-05,0.000104045,0.04308155,0.124542418,2026
gen_006914,Lesotho,2021/09/06,3.00E-05,8.16E-05,0.036639836,0.121739407,2021
gen_006915,Zimbabwe,2020/01/23,3.21E-05,0.000128407,0.028786005,0.161589206,2020
gen_006916,Botswana,2020/11/10,1.99E-05,8.36E-05,0.025073113,0.109919127,2020
gen_006917,Botswana,2020/09/06,1.84E-05,8.22E-05,0.0338372,0.101463914,2020
gen_006918,Botswana,2023/04/29,2.57E-05,9.43E-05,0.029645333,0.130900466,2023
gen_006919,Swaziland,2024/09/15,4.37E-05,0.000135907,0.034584981,0.119223079,2024
gen_006920,Lesotho,2020/09/30,2.76E-05,8.24E-05,0.029116814,0.106170235,2020
gen_006921,Mozambique,2021/05/03,3.27E-05,0.000110999,0.039142365,0.153902245,2021
gen_006922,Mozambique,2022/11/19,2.62E-05,,0.037054763,,2022
gen_006923,Swaziland,2021/02/02,,,0.042594478,0.135248784,2021
gen_006924,Mozambique,2022/07/13,,8.30E-05,0.024934688,0.100075726,2022
gen_006925,Botswana,2018/08/17,2.28E-05,,0.030407904,0.080168495,2018
gen_006926,Mozambique,2021/10/21,2.93E-05,9.75E-05,0.028880683,0.127332976,2021
gen_006927,Lesotho,2026/03/15,2.60E-05,0.000117239,0.033419458,0.160757202,2026
gen_006928,Swaziland,2022/05/20,3.55E-05,0.000126142,0.03761326,0.125254869,2022
gen_006929,Swaziland,2022/08/05,4.18E-05,0.000127959,0.045581015,0.132592171,2022
gen_006930,Botswana,2024/01/09,2.23E-05,9.51E-05,0.030723107,,2024
gen_006931,Swaziland,2021/12/06,2.76E-05,0.000115226,0.030065469,0.142623886,2021
gen_006932,Botswana,2022/03/20,2.50E-05,9.36E-05,0.025765108,0.134809866,2022
gen_006933,South Africa,2020/06/15,5.49E-05,0.000298825,0.057577945,0.157848189,2020
gen_006934,Mozambique,2025/07/30,2.15E-05,7.45E-05,0.0271841,0.131151044,2025
gen_006935,Lesotho,2023/07/21,2.27E-05,8.92E-05,0.030366133,0.115974721,2023
gen_006936,Mozambique,2018/03/02,2.18E-05,0.000103911,0.03574237,0.176917003,2018
gen_006937,Lesotho,2023/08/06,3.82E-05,,0.042607079,0.081981095,2023
gen_006938,Swaziland,2021/08/08,3.73E-05,0.00013264,0.039471904,0.12675073,2021
gen_006939,Zimbabwe,2018/01/09,3.28E-05,9.91E-05,0.034048588,0.146509485,2018
gen_006940,Swaziland,2023/01/29,3.16E-05,0.000112493,0.030346589,0.157349918,2023
gen_006941,Mozambique,2018/11/09,2.52E-05,7.98E-05,0.030039735,0.111124427,2018
gen_006942,South Africa,2019/12/06,4.98E-05,0.00029713,0.054851796,0.113069277,2019
gen_006943,Mozambique,2024/02/17,2.65E-05,0.000122349,0.03643144,0.144172923,2024
gen_006944,Swaziland,2023/02/22,,,0.039922471,0.142946139,2023
gen_006945,South Africa,2020/11/03,6.50E-05,0.000223817,0.046315881,0.1083217,2020
gen_006946,Mozambique,2026/09/04,2.70E-05,9.65E-05,,0.120510656,2026
gen_006947,Mozambique,2027/11/02,2.49E-05,9.39E-05,0.028151315,0.098732419,2027
gen_006948,Mozambique,2018/12/09,2.73E-05,9.78E-05,0.032774488,0.10520556,2018
gen_006949,South Africa,2020/06/26,5.84E-05,0.000228113,0.055147747,,2020
gen_006950,Swaziland,2018/01/17,2.77E-05,0.00012937,0.025940813,0.136669226,2018
gen_006951,Mozambique,2019/07/10,2.55E-05,8.23E-05,0.021698232,0.120579773,2019
gen_006952,Swaziland,2021/08/23,,0.000129769,0.038267406,0.139184148,2021
gen_006953,Swaziland,2018/06/13,3.28E-05,0.000144916,0.033170427,0.13849827,2018
gen_006954,Mozambique,2027/03/06,2.73E-05,0.000112551,0.038098087,0.144675776,2027
gen_006955,Zimbabwe,2024/11/12,2.68E-05,0.000116419,0.04269182,0.138681572,2024
gen_006956,Lesotho,2018/10/30,3.04E-05,7.39E-05,0.025329785,,2018
gen_006957,Zimbabwe,2020/11/27,2.87E-05,0.000110742,0.020736108,0.133278019,2020
gen_006958,Lesotho,2025/02/22,2.76E-05,,0.025696451,0.138094854,2025
gen_006959,South Africa,2020/09/27,5.85E-05,0.000238893,0.040233435,,2020
gen_006960,Lesotho,2022/10/03,3.11E-05,8.02E-05,0.034661082,0.107226555,2022
gen_006961,Mozambique,2019/02/08,3.04E-05,0.000104536,0.022417246,0.145591468,2019
gen_006962,Mozambique,2026/08/20,3.62E-05,6.71E-05,0.031310945,0.133541215,2026
gen_006963,Swaziland,2018/07/11,3.18E-05,0.000122309,0.024370629,0.124947876,2018
gen_006964,Botswana,2018/12/18,,9.10E-05,0.02582351,0.106009902,2018
gen_006965,Zimbabwe,2020/04/21,4.03E-05,0.000138878,0.043397803,0.16502784,2020
gen_006966,Zimbabwe,2021/08/27,3.84E-05,0.000117574,0.037883632,0.116994007,2021
gen_006967,South Africa,2021/12/19,5.07E-05,0.00023487,0.047388914,0.14636952,2021
gen_006968,South Africa,2024/11/30,6.69E-05,0.000255575,0.05216955,0.149420323,2024
gen_006969,Swaziland,2024/08/14,3.38E-05,0.000140964,0.041387762,0.11589102,2024
gen_006970,Lesotho,2018/01/15,2.18E-05,0.000102774,0.028452341,0.124151218,2018
gen_006971,Swaziland,2019/01/05,3.98E-05,0.000132576,0.036361558,0.13222236,2019
gen_006972,Lesotho,2021/03/06,,0.000103735,0.030850675,0.143334326,2021
gen_006973,Swaziland,2021/08/30,3.78E-05,0.000103666,0.037162324,0.122975776,2021
gen_006974,Lesotho,2025/09/22,3.12E-05,7.59E-05,0.029752365,0.142411844,2025
gen_006975,Swaziland,2027/12/04,3.80E-05,0.000124175,0.029839897,0.155348959,2027
gen_006976,Swaziland,2020/07/06,3.43E-05,0.000120576,0.030302934,0.105409506,2020
gen_006977,Lesotho,2024/10/23,2.47E-05,7.44E-05,0.028365037,0.138870127,2024
gen_006978,South Africa,2020/09/29,6.84E-05,0.000218017,0.050036531,0.144759328,2020
gen_006979,Mozambique,2027/12/29,2.83E-05,0.000123313,0.035844916,0.108373691,2027
gen_006980,Lesotho,2024/03/24,2.45E-05,0.000106965,0.029976511,0.171184125,2024
gen_006981,South Africa,2018/10/17,7.59E-05,0.000266803,0.05149224,0.124775455,2018
gen_006982,Zimbabwe,2018/12/08,,0.000113721,,0.124778784,2018
gen_006983,Botswana,2022/01/18,2.94E-05,0.000105424,0.027736325,0.128529147,2022
gen_006984,Zimbabwe,2022/06/10,3.29E-05,0.000125124,0.0428495,0.123855649,2022
gen_006985,Zimbabwe,2020/04/20,3.82E-05,0.000136379,0.045180787,0.146691712,2020
gen_006986,South Africa,2018/10/21,6.67E-05,0.000206913,0.053207568,0.132593876,2018
gen_006987,South Africa,2027/06/01,7.48E-05,0.000331427,0.051157419,0.162432261,2027
gen_006988,Mozambique,2024/11/13,2.28E-05,7.87E-05,,0.137085194,2024
gen_006989,Botswana,2027/01/20,2.66E-05,,0.028071314,0.147534967,2027
gen_006990,South Africa,2020/11/13,5.81E-05,0.000276899,0.045442123,0.118504842,2020
gen_006991,Swaziland,2023/09/10,4.37E-05,0.00011772,,0.112481442,2023
gen_006992,Lesotho,2024/05/11,2.88E-05,0.000112497,0.032169511,0.134691181,2024
gen_006993,Swaziland,2021/01/26,3.03E-05,0.000139686,0.033250904,0.16186517,2021
gen_006994,Swaziland,2024/06/10,3.96E-05,0.00012142,0.036846757,0.144734504,2024
gen_006995,Swaziland,2023/06/13,2.41E-05,0.000114452,,0.150170702,2023
gen_006996,Mozambique,2026/07/27,2.80E-05,9.92E-05,0.029541931,0.108365847,2026
gen_006997,Mozambique,2026/09/17,2.90E-05,8.54E-05,0.033599209,0.132931151,2026
gen_006998,Mozambique,2027/04/14,3.47E-05,,0.035976169,0.14605505,2027
gen_006999,Zimbabwe,2023/09/27,3.98E-05,9.86E-05,0.039948369,0.094146769,2023
gen_007000,Zimbabwe,2018/07/23,3.46E-05,0.000107645,0.034075924,0.145838124,2018
gen_007001,Mozambique,2025/08/26,2.89E-05,9.28E-05,0.032919486,0.1240395,2025
gen_007002,Zimbabwe,2022/02/16,3.83E-05,0.000133296,0.037096241,0.098635198,2022
gen_007003,South Africa,2024/11/16,5.15E-05,0.000239661,0.039468473,0.115187666,2024
gen_007004,Mozambique,2024/09/02,2.61E-05,8.25E-05,,0.118965943,2024
gen_007005,Botswana,2018/12/23,2.34E-05,8.61E-05,0.029512017,0.153785549,2018
gen_007006,South Africa,2019/12/01,5.81E-05,0.000260526,0.04693694,0.122027337,2019
gen_007007,South Africa,2025/07/30,7.07E-05,0.000276952,,0.112359459,2025
gen_007008,Zimbabwe,2023/07/23,3.49E-05,0.000105735,0.033770653,0.120577608,2023
gen_007009,Swaziland,2020/02/01,,0.000106381,0.024946684,0.141824091,2020
gen_007010,Botswana,2026/07/09,2.63E-05,0.000104878,0.025649856,0.149252707,2026
gen_007011,South Africa,2026/09/15,7.67E-05,0.000294754,0.05595941,0.129344857,2026
gen_007012,Swaziland,2020/03/24,3.67E-05,0.000133538,0.041096507,0.112929747,2020
gen_007013,Mozambique,2021/02/04,3.80E-05,9.59E-05,0.031631594,0.142002486,2021
gen_007014,Mozambique,2019/12/09,2.42E-05,7.09E-05,,0.145910829,2019
gen_007015,Swaziland,2023/08/23,4.42E-05,0.000143843,0.041148255,0.10109968,2023
gen_007016,South Africa,2025/09/05,8.53E-05,0.000202735,0.074635696,,2025
gen_007017,Swaziland,2020/11/09,3.00E-05,,,0.113949336,2020
gen_007018,Mozambique,2018/03/08,2.15E-05,9.48E-05,0.039036979,,2018
gen_007019,Lesotho,2018/02/01,2.11E-05,0.000111107,0.032746798,0.154802729,2018
gen_007020,South Africa,2020/08/19,7.24E-05,0.000201109,0.067393413,0.122492233,2020
gen_007021,Zimbabwe,2025/10/20,4.30E-05,0.000117392,0.039559529,0.112429402,2025
gen_007022,South Africa,2021/08/16,7.66E-05,0.00024774,0.062475574,0.119520477,2021
gen_007023,Swaziland,2025/02/23,3.55E-05,0.000167712,0.038306155,0.138711672,2025
gen_007024,Botswana,2027/01/25,2.43E-05,8.49E-05,0.035501593,0.11660805,2027
gen_007025,Zimbabwe,2027/03/28,3.75E-05,0.000111768,0.040363297,0.152230553,2027
gen_007026,Lesotho,2021/02/07,2.57E-05,0.000111864,0.035064679,0.112760459,2021
gen_007027,Zimbabwe,2023/09/22,4.02E-05,,0.045638274,0.114322785,2023
gen_007028,Mozambique,2025/04/14,2.81E-05,0.000130459,0.031661806,0.140804917,2025
gen_007029,Zimbabwe,2019/11/19,2.81E-05,,0.030374413,0.122671715,2019
gen_007030,Zimbabwe,2024/12/15,3.04E-05,0.000107911,0.033091746,0.13321216,2024
gen_007031,Swaziland,2019/09/16,3.97E-05,0.000112873,0.032448561,0.127303556,2019
gen_007032,Zimbabwe,2023/08/26,4.14E-05,0.000100152,0.032890201,0.110410281,2023
gen_007033,South Africa,2021/11/22,5.20E-05,0.000221662,0.043293224,0.144792977,2021
gen_007034,Zimbabwe,2021/10/30,2.75E-05,0.000108244,0.037886095,0.112551245,2021
gen_007035,Lesotho,2021/04/22,3.03E-05,8.68E-05,0.034741135,0.137343332,2021
gen_007036,Botswana,2022/11/22,2.23E-05,6.36E-05,0.029394611,0.124438457,2022
gen_007037,South Africa,2022/01/30,,0.000261839,0.042708343,0.171689028,2022
gen_007038,Swaziland,2020/08/10,4.24E-05,0.00010861,0.042421496,0.104853395,2020
gen_007039,Swaziland,2020/04/01,2.85E-05,0.000170063,0.034423067,0.137647828,2020
gen_007040,South Africa,2022/11/15,5.26E-05,0.000253269,0.060340693,0.144346687,2022
gen_007041,South Africa,2027/11/20,6.90E-05,,0.052671068,0.185756348,2027
gen_007042,South Africa,2024/07/04,5.55E-05,0.000278266,0.053992003,0.116693264,2024
gen_007043,Zimbabwe,2018/11/10,2.80E-05,0.000124867,0.023383916,0.118749206,2018
gen_007044,Zimbabwe,2018/09/21,3.16E-05,9.36E-05,0.04444095,0.09589746,2018
gen_007045,Botswana,2025/05/23,2.32E-05,0.000109539,0.029367317,0.106155009,2025
gen_007046,South Africa,2023/06/17,6.14E-05,0.000223221,0.040284597,0.167387609,2023
gen_007047,Mozambique,2023/09/04,3.04E-05,0.00010552,0.039122714,0.100082921,2023
gen_007048,Swaziland,2021/09/20,3.61E-05,0.0001227,0.037698505,0.10345707,2021
gen_007049,South Africa,2023/07/23,6.75E-05,0.000324005,0.050843298,0.134863896,2023
gen_007050,Zimbabwe,2023/11/09,2.48E-05,9.67E-05,0.032065288,,2023
gen_007051,Mozambique,2024/02/18,3.33E-05,0.000135711,0.033931648,0.143724486,2024
gen_007052,Swaziland,2027/06/07,,0.00013806,0.033777508,0.155281645,2027
gen_007053,Botswana,2027/01/15,2.35E-05,0.000101997,0.026892356,0.138729919,2027
gen_007054,Zimbabwe,2026/05/10,4.20E-05,0.000156038,0.046743692,0.156980443,2026
gen_007055,Botswana,2024/10/01,2.71E-05,9.48E-05,0.037081722,,2024
gen_007056,Mozambique,2024/11/10,2.50E-05,9.39E-05,0.025817041,0.148328892,2024
gen_007057,Zimbabwe,2020/09/16,3.74E-05,,0.037299488,0.080538992,2020
gen_007058,Zimbabwe,2026/08/21,3.65E-05,0.000108469,,0.114704564,2026
gen_007059,Mozambique,2020/09/10,3.09E-05,8.24E-05,0.035415428,0.103769477,2020
gen_007060,Mozambique,2019/03/28,3.01E-05,0.000123749,0.034020306,0.133144894,2019
gen_007061,Botswana,2026/04/13,1.88E-05,9.51E-05,0.032771998,0.141625758,2026
gen_007062,Zimbabwe,2022/02/17,3.15E-05,0.000133537,0.037633029,0.14543294,2022
gen_007063,Botswana,2022/10/12,2.78E-05,7.59E-05,0.041717694,0.110937487,2022
gen_007064,Botswana,2024/04/20,2.21E-05,9.74E-05,0.026279487,0.130673552,2024
gen_007065,Mozambique,2025/01/18,2.65E-05,,0.032957645,0.127488614,2025
gen_007066,Botswana,2018/10/19,2.35E-05,7.05E-05,0.030904018,0.120635561,2018
gen_007067,Botswana,2021/10/04,2.31E-05,7.09E-05,0.031395103,0.136229793,2021
gen_007068,South Africa,2025/11/09,6.22E-05,0.000241939,0.038040216,,2025
gen_007069,Swaziland,2025/05/19,3.88E-05,0.000124842,0.039551038,0.099023003,2025
gen_007070,Lesotho,2024/04/17,2.42E-05,,0.03232659,0.119383182,2024
gen_007071,Swaziland,2022/03/29,3.99E-05,0.000156535,0.031931552,0.141892071,2022
gen_007072,South Africa,2021/07/19,,0.000239142,0.051940239,0.1378811,2021
gen_007073,Lesotho,2022/12/06,1.75E-05,,0.025594465,0.119669424,2022
gen_007074,Swaziland,2019/10/25,2.98E-05,0.000112373,0.032951679,0.122276901,2019
gen_007075,South Africa,2027/04/14,6.39E-05,0.000329251,,0.18416916,2027
gen_007076,Swaziland,2019/11/21,3.23E-05,0.000118843,0.02287604,0.105480963,2019
gen_007077,Botswana,2022/12/13,2.23E-05,8.21E-05,0.033484369,0.126093728,2022
gen_007078,Lesotho,2025/07/27,2.15E-05,8.00E-05,0.022452803,0.110043901,2025
gen_007079,Lesotho,2020/04/01,2.81E-05,9.53E-05,0.031601133,0.133085791,2020
gen_007080,Mozambique,2027/11/19,2.09E-05,9.66E-05,0.02762314,0.128229703,2027
gen_007081,Zimbabwe,2023/04/25,3.64E-05,0.000144396,0.036638693,0.150107961,2023
gen_007082,Swaziland,2019/07/31,3.13E-05,8.56E-05,0.031248661,0.116359647,2019
gen_007083,South Africa,2018/02/01,5.80E-05,0.000263557,0.051888412,0.142345327,2018
gen_007084,South Africa,2021/02/11,,0.000251209,0.052889571,0.141456403,2021
gen_007085,Zimbabwe,2020/10/15,3.68E-05,9.57E-05,0.043726381,0.13610285,2020
gen_007086,Mozambique,2018/07/01,2.09E-05,8.42E-05,0.025170279,0.153880052,2018
gen_007087,Lesotho,2024/01/16,2.67E-05,8.97E-05,0.032391226,0.121580629,2024
gen_007088,Botswana,2023/03/04,2.23E-05,0.00011371,0.037406128,0.136095261,2023
gen_007089,Lesotho,2018/09/17,2.48E-05,7.35E-05,0.034775967,0.110845396,2018
gen_007090,South Africa,2026/04/19,8.36E-05,,0.064849068,0.146268894,2026
gen_007091,Mozambique,2022/07/22,3.06E-05,7.95E-05,0.030429052,0.104579705,2022
gen_007092,Mozambique,2023/11/21,2.20E-05,0.000101221,0.029582106,0.086172315,2023
gen_007093,Mozambique,2023/12/28,2.63E-05,0.000102826,0.033958308,0.164589255,2023
gen_007094,Zimbabwe,2026/05/18,3.93E-05,0.000118962,0.042832237,0.137131751,2026
gen_007095,Zimbabwe,2020/04/07,4.31E-05,0.00013864,0.045544975,0.135206758,2020
gen_007096,Botswana,2018/06/02,2.36E-05,9.23E-05,0.026576923,0.131744204,2018
gen_007097,Botswana,2020/03/06,2.46E-05,7.83E-05,0.026058246,0.151104309,2020
gen_007098,Lesotho,2024/10/22,,9.11E-05,0.034957793,0.140497966,2024
gen_007099,Zimbabwe,2024/09/08,,0.000126324,0.03419272,0.111797295,2024
gen_007100,Mozambique,2021/02/08,3.00E-05,,0.029840229,0.169640471,2021
gen_007101,Zimbabwe,2027/09/28,3.53E-05,9.83E-05,0.038095739,0.114649448,2027
gen_007102,South Africa,2024/11/27,7.02E-05,0.000303045,0.04431957,0.127140431,2024
gen_007103,South Africa,2021/01/27,6.78E-05,,0.050393803,0.145834037,2021
gen_007104,Lesotho,2027/11/05,2.80E-05,8.28E-05,0.025372358,0.144206032,2027
gen_007105,Mozambique,2020/01/29,2.06E-05,9.34E-05,0.038304886,0.131299775,2020
gen_007106,Botswana,2018/04/21,2.84E-05,7.45E-05,0.029714122,0.134412187,2018
gen_007107,South Africa,2027/11/03,6.44E-05,0.000227918,0.047903799,0.128695264,2027
gen_007108,Lesotho,2022/05/17,1.94E-05,0.000101139,,0.120816595,2022
gen_007109,Lesotho,2026/05/07,2.95E-05,9.56E-05,0.034085539,0.138505109,2026
gen_007110,Botswana,2026/08/02,2.21E-05,7.86E-05,0.030712578,0.103381191,2026
gen_007111,Swaziland,2027/05/12,,0.000148498,0.029358988,0.149838819,2027
gen_007112,Zimbabwe,2025/08/06,3.28E-05,0.000127707,0.044589524,,2025
gen_007113,Mozambique,2018/06/18,2.78E-05,0.00010008,0.031484595,0.145867385,2018
gen_007114,South Africa,2023/06/14,6.16E-05,0.000253258,0.063901936,0.100511308,2023
gen_007115,Zimbabwe,2027/05/03,4.46E-05,0.000141197,0.041487889,0.152265295,2027
gen_007116,South Africa,2025/08/25,6.54E-05,0.000243315,0.066428943,0.098485592,2025
gen_007117,South Africa,2026/05/20,6.42E-05,0.000298455,0.062996369,0.125671897,2026
gen_007118,Mozambique,2025/11/13,2.58E-05,8.86E-05,0.029883634,0.128220444,2025
gen_007119,South Africa,2020/12/30,7.24E-05,0.000262169,,0.148875933,2020
gen_007120,South Africa,2025/10/03,7.74E-05,0.000220857,0.059058746,0.138190524,2025
gen_007121,Swaziland,2024/03/29,3.26E-05,0.000123627,0.041147637,0.174318844,2024
gen_007122,South Africa,2023/10/21,7.63E-05,0.000241537,0.059399808,0.126002338,2023
gen_007123,South Africa,2019/09/21,7.38E-05,0.000196724,0.062788906,0.149429546,2019
gen_007124,Botswana,2019/01/31,2.33E-05,9.59E-05,0.034801285,0.093077724,2019
gen_007125,Zimbabwe,2022/03/06,4.18E-05,0.000109424,0.045326804,0.135090893,2022
gen_007126,Zimbabwe,2020/06/21,2.93E-05,9.75E-05,0.040519013,0.134633986,2020
gen_007127,Lesotho,2024/01/10,2.09E-05,8.46E-05,0.036474903,0.142138767,2024
gen_007128,Lesotho,2021/02/25,2.88E-05,8.51E-05,0.041017998,0.100732925,2021
gen_007129,Zimbabwe,2019/02/07,,0.000127177,,0.154797926,2019
gen_007130,Lesotho,2018/05/05,2.49E-05,9.97E-05,0.038029685,,2018
gen_007131,Swaziland,2027/08/31,4.15E-05,0.000116415,0.038228164,0.137108999,2027
gen_007132,Swaziland,2019/01/30,2.46E-05,0.000130479,0.03242086,0.153651028,2019
gen_007133,Zimbabwe,2027/04/17,4.25E-05,0.000117858,0.036348593,0.125563272,2027
gen_007134,Botswana,2023/08/09,2.43E-05,6.65E-05,0.029623971,0.088945148,2023
gen_007135,Mozambique,2026/09/03,3.83E-05,8.58E-05,0.035210691,0.147638441,2026
gen_007136,South Africa,2027/02/09,6.26E-05,0.000296358,,0.130970946,2027
gen_007137,Zimbabwe,2019/04/15,,0.000121386,0.034827238,0.144405696,2019
gen_007138,Lesotho,2023/06/02,2.73E-05,9.87E-05,0.03182347,0.158924507,2023
gen_007139,Lesotho,2024/09/09,3.06E-05,8.48E-05,0.033375736,0.112026182,2024
gen_007140,Lesotho,2024/04/23,2.71E-05,8.95E-05,0.031078549,,2024
gen_007141,Swaziland,2026/11/26,3.50E-05,0.000123985,0.031834537,0.147875606,2026
gen_007142,Zimbabwe,2019/09/08,3.32E-05,0.000103817,0.040949153,0.120232,2019
gen_007143,Botswana,2019/05/18,2.96E-05,7.41E-05,0.033624017,0.111225705,2019
gen_007144,Lesotho,2026/05/05,2.44E-05,0.000109989,,0.161957462,2026
gen_007145,Lesotho,2024/06/21,2.95E-05,9.06E-05,,0.109076443,2024
gen_007146,Zimbabwe,2027/03/08,3.02E-05,0.000161741,0.041549978,0.183050811,2027
gen_007147,Mozambique,2020/01/16,2.65E-05,9.80E-05,0.039011189,0.131371105,2020
gen_007148,Lesotho,2018/07/26,2.21E-05,0.000104041,,0.102768435,2018
gen_007149,Lesotho,2024/11/24,2.49E-05,9.34E-05,0.026390525,0.127663914,2024
gen_007150,South Africa,2025/07/30,6.20E-05,,0.058618281,,2025
gen_007151,Mozambique,2024/06/22,2.31E-05,0.000107009,0.032196012,0.133694831,2024
gen_007152,Botswana,2018/06/26,2.64E-05,5.31E-05,0.035337021,0.104177551,2018
